Code,Title,Question Body,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Level,Difficulty Level,Options 1 type,Options 1 asset,Options 1 score,Options 2 type,Options 2 asset,Options 2 score,Options 3 type,Options 3 asset,Options 3 score,Options 4 type,Options 4 asset,Options 4 score,Related micro-concepts,Related micro-concepts,Related micro-concepts
q_l_q1207,Read the letter,öÂ¢,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1208,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1209,Read the letter,öÂ«,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1210,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1211,Read the letter,öÂÂ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1212,Read the letter,öÂÈ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1213,Read the letter,öÂ‚,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1214,Read the letter,öÂå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1215,Read the letter,öÂ¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1216,Read the letter,öÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1217,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1218,Read the letter,öÂŸ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1219,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1220,Read the letter,ö©_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1221,Read the letter,ö©_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1222,Read the letter,öÈƒ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1223,Read the letter,öÈ´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1224,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1225,Read the letter,öÈ„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1226,Read the letter,öÈÖ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1227,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1228,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1229,Read the letter,öÈ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1230,Read the letter,öÈô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1231,Read the letter,öÈæ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1232,Read the letter,öÈç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1233,Read the letter,öÈ£,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1234,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1235,Read the letter,öÈ«,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1236,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1237,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1238,Read the letter,öÈÂ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1239,Read the letter,öÈå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1240,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1241,Read the letter,öÈ¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1242,Read the letter,öÈ¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1243,Read the letter,öÈÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1244,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1245,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1246,Read the letter,öÈµ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1247,Read the letter,öÈŸ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1248,Read the letter,öÈ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1249,Read the letter,öåŠ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1250,Read the letter,öå´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1251,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1252,Read the letter,öå„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1253,Read the letter,öåÖ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1254,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1255,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1256,Read the letter,öåì,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1257,Read the letter,öå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1258,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1259,Read the letter,öå«,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1260,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1261,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1262,Read the letter,öåÂ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1263,Read the letter,öåÈ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1264,Read the letter,öåå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1265,Read the letter,öå¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1266,Read the letter,öåÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1267,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1268,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1269,Read the letter,öå‡,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1270,Read the letter,öåŸ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1271,Read the letter,öå_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1272,Read the letter,ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1273,Read the letter,ö¬ƒ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1274,Read the letter,ö¬ˆ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1275,Read the letter,ö¬š,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1276,Read the letter,ö¬Š,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1277,Read the letter,ö¬_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1278,Read the letter,ö¬_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1279,Read the letter,ö¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1280,Read the letter,ö¬Í,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1281,Read the letter,ö¬´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1282,Read the letter,ö¬´ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1283,Read the letter,ö¬´ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1284,Read the letter,ö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1285,Read the letter,ö¬_ö¿ˆ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1286,Read the letter,ö¬ô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1287,Read the letter,ö¬_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1288,Read the letter,ö¬_ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1289,Read the letter,ö¬Â,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1290,Read the letter,ö¬©,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1291,Read the letter,ö¬¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1292,Read the letter,ö¬¬ö¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1293,Read the letter,ö¬¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1294,Read the letter,ö¬Á,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1295,Read the letter,ö¬Áö¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1296,Read the letter,ö¬±,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1297,Read the letter,ö¬_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1298,Read the letter,ö¬_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1299,Read the letter,öÁƒ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1300,Read the letter,öÁÊ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1301,Read the letter,öÁš,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1302,Read the letter,öÁŠ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1303,Read the letter,öÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1304,Read the letter,öÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1305,Read the letter,öÁñ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1306,Read the letter,öÁî,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1307,Read the letter,öÁ´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1308,Read the letter,öÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1309,Read the letter,öÁ„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1310,Read the letter,öÁç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1311,Read the letter,öÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1312,Read the letter,öÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1313,Read the letter,öÁÈ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1314,Read the letter,öÁå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1315,Read the letter,öÁ¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1316,Read the letter,öÁ¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1317,Read the letter,öÁÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1318,Read the letter,öÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1319,Read the letter,öÁµ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1320,Read the letter,öÁµö±ó,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1321,Read the letter,öÁ‡,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1322,Read the letter,öÁŸ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1323,Read the letter,öÁ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1324,Read the letter,ö_ƒ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1325,Read the letter,ö_Ê,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1326,Read the letter,ö_ˆ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1327,Read the letter,ö_Š,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1328,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1329,Read the letter,ö_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1330,Read the letter,ö_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1331,Read the letter,ö_Í,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1332,Read the letter,ö_´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1333,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1334,Read the letter,ö_„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1335,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1336,Read the letter,ö_ì,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1337,Read the letter,ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1338,Read the letter,ö_æ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1339,Read the letter,ö_ç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1340,Read the letter,ö_£,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1341,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1342,Read the letter,ö_«,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1343,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1344,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1345,Read the letter,ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1346,Read the letter,ö_È,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1347,Read the letter,ö_‚,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1348,Read the letter,ö_å,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1349,Read the letter,ö_¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1350,Read the letter,ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1351,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1352,Read the letter,ö_µ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1353,Read the letter,ö_Ÿ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1354,Read the letter,öÇ´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1355,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1356,Read the letter,öÇ„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1357,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1358,Read the letter,öÇç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1359,Read the letter,öÇ£,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1360,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1361,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1362,Read the letter,öÇÂ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1363,Read the letter,öÇÈ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1364,Read the letter,öÇå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1365,Read the letter,öÇ¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1366,Read the letter,öÇ¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1367,Read the letter,öÇÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1368,Read the letter,öÇ±,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1369,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1370,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1371,Read the letter,öÇÇ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1372,Read the letter,öÇµ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1373,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1374,Read the letter,öÇŸ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1375,Read the letter,öÇ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
