identifier,rel:synonym,rel:hasAntonym,rel:hasHyponym,rel:hasMeronym,rel:hasHolonym,rel:hasHypernym,gloss,exampleSentences,pos,objectType
hi:S:00006695,"hi:W:000066950,",,,,,hi:S:00000652, शरीर के चमड़े पर होनेवाली सिकुड़न,"उम्र बढ़ने के साथ-साथ चेहरे पर झुर्रियाँ आ जाती हैं ।",Noun,Synset
hi:S:00006696,"hi:W:000066960,hi:W:000066961,hi:W:000066962,hi:W:000066963,hi:W:000066964,hi:W:000066965,hi:W:000066966,hi:W:000066967,",,,,,hi:S:00001236, मवाद सूख जाने से घाव के ऊपर जमी हुई परत,"चिकित्सक ने फोड़े की मरहम-पट्टी करने से पहले उसके ऊपर के खुरंड को साफ़ किया ।",Noun,Synset
hi:S:00006697,"",,,,,hi:S:00002699, क्रूर,अत्याचारी और पापी व्यक्ति,"कुछ राक्षसों ने मिलकर निर्दोष गाँववासियों को मौत के घाट उतार दिया ।",Noun,Synset
hi:S:00006698,"hi:W:000066980,hi:W:000066981,hi:W:000066982,hi:W:000066983,hi:W:000066984,hi:W:000066986,hi:W:000066987,",,,,,hi:S:00003345, वह पत्र जिस पर परीक्षा के लिए परीक्षार्थियों से किए जानेवाले प्रश्न लिखे होते हैं,"इस प्रश्नपत्र में कुल आठ प्रश्न हैं ।",Noun,Synset
hi:S:00006699,"hi:W:000066992,",,,,,hi:S:00003345, दीवारों आदि पर लगाया जाने वाला वह सूचना-पत्र जिसके द्वारा कोई बात लोगों को बताई जाती है ,"इस फिल्म का इश्तिहार गली-गली में लगा हुआ है ।",Noun,Synset
hi:S:00006700,"hi:W:000067000,",,,,,hi:S:00001249, कुछ विशेष प्रकार की वनस्पतियाँ जो दूसरे वृक्षों पर रहकर और उनका रस चूसकर पलती हैं,"आकाशबेल एक प्रकार की परजीवी वनस्पति है ।",Noun,Synset
hi:S:00006701,"hi:W:000067010,hi:W:000067011,",,hi:S:00015123,,,hi:S:00001998, कुछ विशेष प्रकार की वनस्पतियाँ या कीड़े-मकोड़े जो दूसरे पेड़ों या जीव-जंतुओं के शरीर पर रहकर और उनका रस या खून चूसकर पलते है,"पिप्सू एक प्रकार का परजीवी है ।",Noun,Synset
hi:S:00006702,"hi:W:000067020,hi:W:000067021,hi:W:000067022,hi:W:000067023,",,,,,hi:S:00003288, एक प्रकार का कँटीला पौधा,"घमोय के बीजों का तेल जहरीला होता है ।",Noun,Synset
hi:S:00006703,"hi:W:000067030,hi:W:000067037,",,hi:S:00006811,,,hi:S:00003136, सतह पर फैली हुई किसी वस्तु की दूसरी सतह,"आज दूध पर मलाई की मोटी परत जमी हुई है ।",Noun,Synset
hi:S:00006704,"hi:W:000067040,hi:W:000067041,hi:W:000067042,",,,,,, जो उर्वर न हो या जिसमें उर्वरा शक्ति न हो (जमीन),"राम के कठिन परिश्रम से आज अनउपजाऊ रेतीली ज़मीन में फसल लहरा रही है ।",Adjective,Synset
hi:S:00006705,"hi:W:0000670510,",,hi:S:00001492,,,hi:S:00001500, ऐसी रोक जिससे सामने की वस्तु दिखाई न पड़े,"राम ने बाली को पेड़ की आड़ से मारा ।",Noun,Synset
hi:S:00006706,"hi:W:000067060,hi:W:000067061,",,,,,hi:S:00005858, पालकी को ढांकने का ओहार,"कहारों ने पालकी के ऊपर झँपरी डाल दी ।",Noun,Synset
hi:S:00006707,"hi:W:000067070,hi:W:000067071,hi:W:000067072,hi:W:000067073,hi:W:000067074,hi:W:000067075,hi:W:000067076,",hi:S:00001907,hi:S:00038628,,,hi:S:00007440, अपने देश से भिन्न देश,"मोहन विदेश में नौकरी करता है ।",Noun,Synset
hi:S:00006708,"",,,,,hi:S:00002407, सहृदय, धर्मी और सदा दूसरों की सहायता करने वाला व्यक्ति,"महात्मा गाँधी देवता थे ।",Noun,Synset
hi:S:00006709,"hi:W:000067090,hi:W:000067091,",,,,,hi:S:00002699, मनुष्य होने पर भी पिशाचों के-से काम करनेवाला व्यक्ति,"एक नरपिशाच ने कई मासूमों को मौत के घाट उतार दिया ।",Noun,Synset
hi:S:00006710,"hi:W:000067100,hi:W:000067102,",,,,,, जिसके पेट में गर्भ हो (चौपाया),"उसकी गाय गाभिन है ।",Adjective,Synset
hi:S:00006711,"hi:W:000067110,hi:W:000067111,hi:W:000067112,hi:W:000067113,hi:W:000067114,hi:W:000067115,hi:W:000067116,hi:W:000067117,hi:W:0000671110,hi:W:0000671111,hi:W:0000671114,hi:W:0000671115,",,,,,hi:S:00000183, भोजन, वस्त्र आदि देकर जीवन रक्षा करने की क्रिया,"कृष्ण का पालन पोषण यशोदा ने किया था ।",Noun,Synset
hi:S:00006712,"hi:W:000067120,hi:W:000067121,hi:W:000067122,hi:W:000067123,",,,,,, एक दूसरे के साथ,"वे दोनों परस्पर झगड़ते रहते हैं ।",Adverb,Synset
hi:S:00006713,"hi:W:000067130,hi:W:000067131,",,,,,, जो परस्पर हो या आपस का हो,"हमें पारस्परिक सौहार्द बनाए रखना चाहिए ।",Adjective,Synset
hi:S:00006714,"hi:W:000067140,hi:W:000067141,hi:W:000067142,",,,,,hi:S:00000812, चैत्र माह के शुक्लपक्ष की तृतीया,"गनगौर के दिन स्त्रियाँ गणेश और गौरी की पूजा करती हैं ।",Noun,Synset
hi:S:00006715,"hi:W:000067150,hi:W:000067151,hi:W:000067152,hi:W:000067153,",,,,,hi:S:00001563, दोषों, पापों, दुष्कर्मों और बुराइयों से दूर रहने की क्रिया,"वह अत्यधिक बोलने से परहेज़ करता है ।",Noun,Synset
hi:S:00006716,"hi:W:000067162,hi:W:000067165,hi:W:0000671615,",,,,,, जिसे भली-भाँति काम करने का ढंग आता हो,"लता के ससुरालवाले सुघड़ बहू पाकर बहुत खुश हैं ।",Adjective,Synset
hi:S:00006717,"hi:W:000067170,hi:W:000067171,hi:W:000067172,hi:W:000067174,hi:W:000067175,hi:W:000067176,hi:W:000067177,hi:W:000067178,",,hi:S:00005605,,,hi:S:00000183, आपस में मिलकर यह जानने की क्रिया कि क्या ठीक है अथवा क्या होना चाहिए,"प्रधानमंत्रीजी इस समस्या को हल करने के लिए सभी मंत्रियों से परामर्श लेना चाहते हैं ।",Noun,Synset
hi:S:00006718,"hi:W:000067180,",,,,,hi:S:00001423, एक योनि रोग,"पुत्रघ्नी के कारण गर्भ नहीं ठहरता ।",Noun,Synset
hi:S:00006719,"hi:W:000067190,",,,,,hi:S:00000020, मेवे भरकर बनाया जानेवाला एक पकवान,"बच्चा बड़े चाव से मेवाटी खा रहा था ।",Noun,Synset
