Code,Title,,Leave these 3 columns blank,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer,,,,,,
ek.n.ib.en.ad.J.120,Adding 1 (10-99),? = 69 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",70,Yes,79,No,18,No,24,No,9,52,46,61,55,6
ek.n.ib.en.ad.J.121,Adding 1 (10-99),? = 90 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",91,Yes,100,No,80,No,19,No,9,11,72,20,81,61
ek.n.ib.en.ad.J.122,Adding 1 (10-99),? = 68 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",69,Yes,78,No,43,No,29,No,9,26,40,35,49,14
ek.n.ib.en.ad.J.123a,Adding 1 (10-99),? = 55 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",56,Yes,65,No,72,No,94,No,9,16,38,7,29,22
ek.n.ib.en.ad.J.124,Adding 1 (10-99),? = 70 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",71,Yes,80,No,12,No,83,No,9,59,12,68,3,71
ek.n.ib.en.ad.J.125,Adding 1 (10-99),? = 12 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",13,Yes,22,No,19,No,89,No,9,6,76,3,67,70
ek.n.ib.en.ad.J.126,Adding 1 (10-99),? = 46 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",47,Yes,56,No,71,No,70,No,9,24,23,15,14,1
ek.n.ib.en.ad.J.127,Adding 1 (10-99),? = 66 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",67,Yes,76,No,65,No,49,No,9,2,18,11,27,16
ek.n.ib.en.ad.J.128,Adding 1 (10-99),? = 17 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",18,Yes,27,No,22,No,33,No,9,4,15,5,6,11
ek.n.ib.en.ad.J.129,Adding 1 (10-99),? = 24 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",25,Yes,34,No,22,No,31,No,9,3,6,12,3,9
ek.n.ib.en.ad.J.130,Adding 1 (10-99),? = 64 + 1,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,MEDIUM,"add, addition, sum",65,Yes,74,No,49,No,93,No,9,16,28,25,19,44
ek.n.ib.en.ad.K.1,Adding 10 (1-9),6 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",16,Yes,7,No,8,No,19,No,9,8,3,1,12,11
ek.n.ib.en.ad.K.2,Adding 10 (1-9),1 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",11,Yes,2,No,10,No,8,No,9,1,3,8,6,2
ek.n.ib.en.ad.K.3,Adding 10 (1-9),5 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",15,Yes,6,No,10,No,9,No,9,5,6,4,3,1
ek.n.ib.en.ad.K.4,Adding 10 (1-9),9 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",19,Yes,10,No,13,No,9,No,9,6,10,3,1,4
ek.n.ib.en.ad.K.5,Adding 10 (1-9),2 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",12,Yes,3,No,18,No,13,No,9,6,1,15,10,5
ek.n.ib.en.ad.K.6,Adding 10 (1-9),7 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",17,Yes,8,No,6,No,12,No,9,11,5,2,4,6
ek.n.ib.en.ad.K.7,Adding 10 (1-9),3 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",13,Yes,4,No,14,No,7,No,9,1,6,10,3,7
ek.n.ib.en.ad.K.8,Adding 10 (1-9),4 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",14,Yes,5,No,16,No,13,No,9,2,1,11,8,3
ek.n.ib.en.ad.K.9,Adding 10 (1-9),8 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",18,Yes,9,No,1,No,3,No,9,17,15,8,6,2
ek.n.ib.en.ad.K.10,Adding 10 (1-9),? = 8 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",18,Yes,9,No,14,No,10,No,9,4,8,5,1,4
ek.n.ib.en.ad.K.11,Adding 10 (1-9),? = 7 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",17,Yes,8,No,3,No,6,No,9,14,11,5,2,3
ek.n.ib.en.ad.K.12,Adding 10 (1-9),? = 3 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",13,Yes,4,No,15,No,3,No,9,2,10,11,1,12
ek.n.ib.en.ad.K.13,Adding 10 (1-9),? = 5 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",15,Yes,6,No,8,No,14,No,9,7,1,2,8,6
ek.n.ib.en.ad.K.14,Adding 10 (1-9),? = 4 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",14,Yes,5,No,11,No,4,No,9,3,10,6,1,7
ek.n.ib.en.ad.K.15,Adding 10 (1-9),? = 2 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",12,Yes,3,No,16,No,18,No,9,4,6,13,15,2
ek.n.ib.en.ad.K.16,Adding 10 (1-9),? = 9 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",19,Yes,10,No,11,No,15,No,9,8,4,1,5,4
ek.n.ib.en.ad.K.17,Adding 10 (1-9),? = 6 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",16,Yes,7,No,1,No,10,No,9,15,6,6,3,9
ek.n.ib.en.ad.K.18,Adding 10 (1-9),? = 1 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",11,Yes,2,No,16,No,3,No,9,5,8,14,1,13
ek.n.ib.en.ad.L.1,Adding 10 (10-99),19 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",29,Yes,20,No,56,No,61,No,9,27,32,36,41,5
ek.n.ib.en.ad.L.2,Adding 10 (10-99),31 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",41,Yes,32,No,74,No,44,No,9,33,3,42,12,30
ek.n.ib.en.ad.L.3,Adding 10 (10-99),68 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",78,Yes,69,No,39,No,36,No,9,39,42,30,33,3
ek.n.ib.en.ad.L.4,Adding 10 (10-99),53 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",63,Yes,54,No,10,No,47,No,9,53,16,44,7,37
ek.n.ib.en.ad.L.5,Adding 10 (10-99),55 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",65,Yes,56,No,80,No,28,No,9,15,37,24,28,52
ek.n.ib.en.ad.L.6,Adding 10 (10-99),79 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",89,Yes,80,No,70,No,46,No,9,19,43,10,34,24
ek.n.ib.en.ad.L.7,Adding 10 (10-99),82 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",92,Yes,83,No,18,No,45,No,9,74,47,65,38,27
ek.n.ib.en.ad.L.8,Adding 10 (10-99),11 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",21,Yes,12,No,52,No,23,No,9,31,2,40,11,29
ek.n.ib.en.ad.L.9,Adding 10 (10-99),58 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",68,Yes,59,No,73,No,80,No,9,5,12,14,21,7
ek.n.ib.en.ad.L.10,Adding 10 (10-99),56 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",66,Yes,57,No,64,No,79,No,9,2,13,7,22,15
ek.n.ib.en.ad.L.11,Adding 10 (10-99),72 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",82,Yes,73,No,91,No,90,No,9,9,8,18,17,1
ek.n.ib.en.ad.L.12,Adding 10 (10-99),30 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",40,Yes,31,No,56,No,99,No,9,16,59,25,68,43
ek.n.ib.en.ad.L.13,Adding 10 (10-99),41 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",51,Yes,42,No,97,No,54,No,9,46,3,55,12,43
ek.n.ib.en.ad.L.14,Adding 10 (10-99),29 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",39,Yes,30,No,43,No,10,No,9,4,29,13,20,33
ek.n.ib.en.ad.L.15,Adding 10 (10-99),52 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",62,Yes,53,No,61,No,95,No,9,1,33,8,42,34
ek.n.ib.en.ad.L.16,Adding 10 (10-99),61 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",71,Yes,62,No,10,No,39,No,9,61,32,52,23,29
ek.n.ib.en.ad.L.17,Adding 10 (10-99),86 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",96,Yes,87,No,44,No,25,No,9,52,71,43,62,19
ek.n.ib.en.ad.L.18,Adding 10 (10-99),62 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",72,Yes,63,No,44,No,39,No,9,28,33,19,24,5
ek.n.ib.en.ad.L.19,Adding 10 (10-99),40 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",50,Yes,41,No,86,No,65,No,9,36,15,45,24,21
ek.n.ib.en.ad.L.20,Adding 10 (10-99),78 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",88,Yes,79,No,15,No,10,No,9,73,78,64,69,5
ek.n.ib.en.ad.L.21,Adding 10 (10-99),36 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",46,Yes,37,No,86,No,27,No,9,40,19,49,10,59
ek.n.ib.en.ad.L.22,Adding 10 (10-99),70 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",80,Yes,71,No,75,No,89,No,9,5,9,4,18,14
ek.n.ib.en.ad.L.23,Adding 10 (10-99),38 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",48,Yes,39,No,90,No,82,No,9,42,34,51,43,8
ek.n.ib.en.ad.L.24,Adding 10 (10-99),57 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",67,Yes,58,No,16,No,32,No,9,51,35,42,26,16
ek.n.ib.en.ad.L.25,Adding 10 (10-99),85 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",95,Yes,86,No,90,No,99,No,9,5,4,4,13,9
ek.n.ib.en.ad.L.26,Adding 10 (10-99),22 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",32,Yes,23,No,72,No,67,No,9,40,35,49,44,5
ek.n.ib.en.ad.L.27,Adding 10 (10-99),43 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",53,Yes,44,No,27,No,47,No,9,26,6,17,3,20
ek.n.ib.en.ad.L.28,Adding 10 (10-99),42 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",52,Yes,43,No,51,No,58,No,9,1,6,8,15,7
ek.n.ib.en.ad.L.29,Adding 10 (10-99),47 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",57,Yes,48,No,81,No,85,No,9,24,28,33,37,4
ek.n.ib.en.ad.L.30,Adding 10 (10-99),21 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",31,Yes,22,No,25,No,39,No,9,6,8,3,17,14
ek.n.ib.en.ad.L.31,Adding 10 (10-99),39 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",49,Yes,40,No,90,No,53,No,9,41,4,50,13,37
ek.n.ib.en.ad.L.32,Adding 10 (10-99),83 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",93,Yes,84,No,90,No,55,No,9,3,38,6,29,35
ek.n.ib.en.ad.L.33,Adding 10 (10-99),28 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",38,Yes,29,No,22,No,25,No,9,16,13,7,4,3
ek.n.ib.en.ad.L.34,Adding 10 (10-99),73 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",83,Yes,74,No,99,No,63,No,9,16,20,25,11,36
ek.n.ib.en.ad.L.35,Adding 10 (10-99),34 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",44,Yes,35,No,65,No,75,No,9,21,31,30,40,10
ek.n.ib.en.ad.L.36,Adding 10 (10-99),81 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",91,Yes,82,No,31,No,75,No,9,60,16,51,7,44
ek.n.ib.en.ad.L.37,Adding 10 (10-99),60 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",70,Yes,61,No,18,No,63,No,9,52,7,43,2,45
ek.n.ib.en.ad.L.38,Adding 10 (10-99),76 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",86,Yes,77,No,30,No,74,No,9,56,12,47,3,44
ek.n.ib.en.ad.L.39,Adding 10 (10-99),25 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",35,Yes,26,No,11,No,95,No,9,24,60,15,69,84
ek.n.ib.en.ad.L.40,Adding 10 (10-99),27 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",37,Yes,28,No,69,No,83,No,9,32,46,41,55,14
ek.n.ib.en.ad.L.41,Adding 10 (10-99),15 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",25,Yes,16,No,96,No,89,No,9,71,64,80,73,7
ek.n.ib.en.ad.L.42,Adding 10 (10-99),54 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",64,Yes,55,No,85,No,52,No,9,21,12,30,3,33
ek.n.ib.en.ad.L.43,Adding 10 (10-99),18 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",28,Yes,19,No,96,No,81,No,9,68,53,77,62,15
ek.n.ib.en.ad.L.44,Adding 10 (10-99),51 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",61,Yes,52,No,59,No,87,No,9,2,26,7,35,28
ek.n.ib.en.ad.L.45,Adding 10 (10-99),67 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",77,Yes,68,No,32,No,57,No,9,45,20,36,11,25
ek.n.ib.en.ad.L.46,Adding 10 (10-99),80 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",90,Yes,81,No,84,No,66,No,9,6,24,3,15,18
ek.n.ib.en.ad.L.47,Adding 10 (10-99),69 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",79,Yes,70,No,97,No,81,No,9,18,2,27,11,16
ek.n.ib.en.ad.L.48,Adding 10 (10-99),26 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",36,Yes,27,No,83,No,81,No,9,47,45,56,54,2
ek.n.ib.en.ad.L.49,Adding 10 (10-99),50 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",60,Yes,51,No,44,No,83,No,9,16,23,7,32,39
ek.n.ib.en.ad.L.50,Adding 10 (10-99),20 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",30,Yes,21,No,56,No,28,No,9,26,2,35,7,28
ek.n.ib.en.ad.L.51,Adding 10 (10-99),17 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",27,Yes,18,No,20,No,22,No,9,7,5,2,4,2
ek.n.ib.en.ad.L.52,Adding 10 (10-99),75 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",85,Yes,76,No,93,No,22,No,9,8,63,17,54,71
ek.n.ib.en.ad.L.53,Adding 10 (10-99),46 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",56,Yes,47,No,43,No,41,No,9,13,15,4,6,2
ek.n.ib.en.ad.L.54,Adding 10 (10-99),33 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",43,Yes,34,No,45,No,32,No,9,2,11,11,2,13
ek.n.ib.en.ad.L.55,Adding 10 (10-99),44 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",54,Yes,45,No,12,No,63,No,9,42,9,33,18,51
ek.n.ib.en.ad.L.56,Adding 10 (10-99),12 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",22,Yes,13,No,18,No,32,No,9,4,10,5,19,14
ek.n.ib.en.ad.L.57,Adding 10 (10-99),45 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",55,Yes,46,No,20,No,28,No,9,35,27,26,18,8
ek.n.ib.en.ad.L.58,Adding 10 (10-99),59 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",69,Yes,60,No,59,No,12,No,9,10,57,1,48,47
ek.n.ib.en.ad.L.59,Adding 10 (10-99),10 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",20,Yes,11,No,41,No,47,No,9,21,27,30,36,6
ek.n.ib.en.ad.L.60,Adding 10 (10-99),84 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",94,Yes,85,No,24,No,39,No,9,70,55,61,46,15
ek.n.ib.en.ad.L.61,Adding 10 (10-99),23 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",33,Yes,24,No,15,No,84,No,9,18,51,9,60,69
ek.n.ib.en.ad.L.62,Adding 10 (10-99),71 + 10 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,EASY,"add, addition, sum",81,Yes,72,No,99,No,98,No,9,18,17,27,26,1
ek.n.ib.en.ad.L.63,Adding 10 (10-99),? = 45 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",55,Yes,46,No,28,No,90,No,9,27,35,18,44,62
ek.n.ib.en.ad.L.64,Adding 10 (10-99),? = 21 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",31,Yes,22,No,49,No,21,No,9,18,10,27,1,28
ek.n.ib.en.ad.L.65,Adding 10 (10-99),? = 51 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",61,Yes,52,No,86,No,48,No,9,25,13,34,4,38
ek.n.ib.en.ad.L.66,Adding 10 (10-99),? = 72 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",82,Yes,73,No,35,No,28,No,9,47,54,38,45,7
ek.n.ib.en.ad.L.67,Adding 10 (10-99),? = 29 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",39,Yes,30,No,19,No,45,No,9,20,6,11,15,26
ek.n.ib.en.ad.L.68,Adding 10 (10-99),? = 68 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",78,Yes,69,No,26,No,44,No,9,52,34,43,25,18
ek.n.ib.en.ad.L.69,Adding 10 (10-99),? = 11 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",21,Yes,12,No,69,No,77,No,9,48,56,57,65,8
ek.n.ib.en.ad.L.70,Adding 10 (10-99),? = 43 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",53,Yes,44,No,17,No,13,No,9,36,40,27,31,4
ek.n.ib.en.ad.L.71,Adding 10 (10-99),? = 40 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",50,Yes,41,No,96,No,89,No,9,46,39,55,48,7
ek.n.ib.en.ad.L.72,Adding 10 (10-99),? = 34 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",44,Yes,35,No,51,No,11,No,9,7,33,16,24,40
ek.n.ib.en.ad.L.73,Adding 10 (10-99),? = 56 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",66,Yes,57,No,98,No,34,No,9,32,32,41,23,64
ek.n.ib.en.ad.L.74,Adding 10 (10-99),? = 61 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",71,Yes,62,No,66,No,84,No,9,5,13,4,22,18
ek.n.ib.en.ad.L.75,Adding 10 (10-99),? = 65 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",75,Yes,66,No,95,No,49,No,9,20,26,29,17,46
ek.n.ib.en.ad.L.76,Adding 10 (10-99),? = 55 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",65,Yes,56,No,91,No,15,No,9,26,50,35,41,76
ek.n.ib.en.ad.L.77,Adding 10 (10-99),? = 33 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",43,Yes,34,No,17,No,30,No,9,26,13,17,4,13
ek.n.ib.en.ad.L.78,Adding 10 (10-99),? = 18 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",28,Yes,19,No,69,No,61,No,9,41,33,50,42,8
ek.n.ib.en.ad.L.79,Adding 10 (10-99),? = 69 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",79,Yes,70,No,88,No,50,No,9,9,29,18,20,38
ek.n.ib.en.ad.L.80,Adding 10 (10-99),? = 50 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",60,Yes,51,No,54,No,69,No,9,6,9,3,18,15
ek.n.ib.en.ad.L.81,Adding 10 (10-99),? = 25 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",35,Yes,26,No,55,No,89,No,9,20,54,29,63,34
ek.n.ib.en.ad.L.82,Adding 10 (10-99),? = 54 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",64,Yes,55,No,52,No,46,No,9,12,18,3,9,6
ek.n.ib.en.ad.L.83,Adding 10 (10-99),? = 89 + 10,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 2,MEDIUM,"add, addition, sum",99,Yes,90,No,46,No,10,No,9,53,89,44,80,36
