identifier,objectType,tags,template,copyright,code,downloadUrl,description,language,variants,mimeType,source,posterImage,idealScreenSize,createdOn,appIcon,gradeLevel,artifactUrl,lastUpdatedOn,SYS_INTERNAL_LAST_UPDATED_ON,contentType,owner,lastUpdatedBy,visibility,os,portalOwner,mediaType,osId,ageGroup,lastPublishedBy,pkgVersion,versionKey,prevState,idealScreenDensity,s3Key,lastPublishedOn,size,lastSubmittedOn,createdBy,compatibilityLevel,domain,semanticVersion,name,publisher,status,rel:associatedTo,subject,medium,Language,collaborators,audience,creator,attributions,testCSVImportField,category,origin,languageCode,genre,theme,templateType,templateName,method,createdFor,organization,lastFlaggedOn,flaggedBy,keywords,keywordss,purpose,screenshots
do_112251327346327552170,Content,,,,org.ekstep.richtext,,Add richtext,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-23T07:09:17.706+0000,,,,2017-05-23T07:09:17.706+0000,2017-06-02T14:12:31.428+0000,Plugin,Author,,Default,All,177,content,org.ekstep.quiz.app,,,1,1496412751428,,hdpi,,,7287,,177,1.0,literacy,,Add Richtext,,Draft,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
do_112251330976374784173,Content,,,,org.ekstep.richtext,,Add richtext,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-23T07:16:40.827+0000,,,,2017-05-23T07:16:40.827+0000,2017-06-02T14:12:31.852+0000,Plugin,Author,,Default,All,,content,org.ekstep.quiz.app,,,,1496412751852,,hdpi,,,7287,,,1.0,literacy,,Add Richtext,,Draft,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
do_112251331359244288174,Content,,,,org.ekstep.literacy.story.4360,,Edit 1,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-23T07:17:27.564+0000,,,,2017-05-23T07:17:27.564+0000,2017-06-02T14:12:32.248+0000,Plugin,Author,,Default,All,177,content,org.ekstep.quiz.app,,,1,1496412752248,,hdpi,,,7287,,177,1.0,literacy,,Keep live - test 12,,Draft,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
org.ekstep.plugins.feedbackpopup,Content,,,,org.ekstep.plugins.feedbackpopup,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.feedbackpopup/feedback-popup-plugin_1495532092493_org.ekstep.plugins.feedbackpopup_2.0.ecar,org.ekstep.plugins.feedbackpopup,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.feedbackpopup/feedback-popup-plugin_1495532092612_org.ekstep.plugins.feedbackpopup_2.0_spine.ecar"",""size"":68955.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112246424327806976175/artifact/2d3f424d64be94c8a32679fd0b8b0099_1494924844907.jpeg,normal,2017-05-23T09:34:30.733+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.feedbackpopup/artifact/2d3f424d64be94c8a32679fd0b8b0099_1494924844907.thumb.jpeg,Kindergarten,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.feedbackpopup/artifact/org.ekstep.plugins.feedbackpopup-1.0-3e9229b_408_1495532007_1495532070940.zip,2017-05-23T09:34:40.183+0000,2017-06-02T14:12:32.649+0000,Plugin,Abha Singh,433,Default,All,408,content,org.ekstep.quiz.app,&lt;5,433,2.0,1496412752649,Review,hdpi,ecar_files/org.ekstep.plugins.feedbackpopup/feedback-popup-plugin_1495532092493_org.ekstep.plugins.feedbackpopup_2.0.ecar,2017-05-23T09:34:52.493+0000,102854.0,,408,1.0,numeracy,1.0,Feedback Popup Plugin,,Live,C21,English,,,,Learner,Abha Singh,,,,,,,,,,,,,,,,,,
org.ekstep.richtext,Content,,,,org.ekstep.richtext,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.richtext/rich-text_1495534612543_org.ekstep.richtext_1.0.ecar,Rich Text,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.richtext/rich-text_1495534612957_org.ekstep.richtext_1.0_spine.ecar"",""size"":41757.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112237872337739776143/artifact/d18f54a6ba0e21ff880694759c77e5db_1493880900632.jpeg,normal,2017-05-23T10:15:11.468+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.richtext/artifact/d18f54a6ba0e21ff880694759c77e5db_1493880900632.thumb.jpeg,Kindergarten::Grade 1::Grade 2,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.richtext/artifact/archive_386_1495534459_1495534511646.zip,2017-05-23T10:16:36.811+0000,2017-06-02T14:12:33.041+0000,Plugin,Kartheek,432,Default,All,386,content,org.ekstep.quiz.app,&lt;5::5-6::6-7,432,1.0,1496412753041,Review,hdpi,ecar_files/org.ekstep.richtext/rich-text_1495534612543_org.ekstep.richtext_1.0.ecar,2017-05-23T10:16:52.543+0000,1877356.0,,386,1.0,numeracy,1.0,Rich Text,,Live,C21,,,,,Learner,Kartheek Palla,,,,,,,,,,,,,,,,,,
org.ekstep.test.richtext,Content,,,,org.ekstep.test.richtext,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.test.richtext/text-ckeditor_1495535634744_org.ekstep.test.richtext_1.0.ecar,Text CKEditor,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.test.richtext/text-ckeditor_1495535635160_org.ekstep.test.richtext_1.0_spine.ecar"",""size"":41786.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112237872337739776143/artifact/d18f54a6ba0e21ff880694759c77e5db_1493880900632.jpeg,normal,2017-05-23T10:30:19.388+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.test.richtext/artifact/d18f54a6ba0e21ff880694759c77e5db_1493880900632.thumb.jpeg,Kindergarten::Grade 1::Grade 2,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.test.richtext/artifact/archive_386_1495535367_1495535419588.zip,2017-05-23T10:33:23.708+0000,2017-06-02T14:12:33.439+0000,Plugin,Kartheek,432,Default,All,386,content,org.ekstep.quiz.app,&lt;5::5-6,432,1.0,1496412753439,Review,hdpi,ecar_files/org.ekstep.test.richtext/text-ckeditor_1495535634744_org.ekstep.test.richtext_1.0.ecar,2017-05-23T10:33:54.744+0000,1877620.0,,386,1.0,numeracy,1.0,Text CKEditor,,Live,C21,,,,,Learner,Kartheek Palla,,,,,,,,,,,,,,,,,,
cxcx.cv.com,Content,,,,cxcx.cv.com,,,Bengali,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-23T10:37:09.677+0000,,,,2017-05-23T10:48:26.084+0000,2017-06-02T14:12:34.010+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,,,,1496412754010,,hdpi,,,,,80,1.0,numeracy,,scdscx,,Retired,"meth_7,C26",,,,,Learner,Super Admin,,,,,,,,,,,,,,,,,,
org.ekstep.literacy.story.4360,Content,,,,org.ekstep.literacy.story.4360,,Edit 1,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T06:09:16.974+0000,,,,2017-05-24T06:09:16.974+0000,2017-06-02T14:12:34.409+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1496412754409,,hdpi,,,7287,,,1.0,literacy,,testImage,,Draft,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
org.ekstep.vedio1,Content,,,,org.ekstep.vedio1,,Edit 1,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T06:12:17.049+0000,,,,2017-05-24T06:12:17.049+0000,2017-06-02T14:12:34.801+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1496412754801,,hdpi,,,7287,,,1.0,literacy,,testImage,,Draft,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
org.ekstep.video1,Content,,,,org.ekstep.video1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.video1/testimage_1495606458615_org.ekstep.video1_1.0.ecar,Edit 1,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.video1/testimage_1495606458828_org.ekstep.video1_1.0_spine.ecar"",""size"":746.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T06:14:03.896+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.video1/artifact/archive_1495606447947.zip,2017-05-24T06:14:08.608+0000,2017-06-02T14:12:35.209+0000,Plugin,,Ekstep,Default,All,,content,org.ekstep.quiz.app,,Ekstep,1.0,1496412755209,Draft,hdpi,ecar_files/org.ekstep.video1/testimage_1495606458615_org.ekstep.video1_1.0.ecar,2017-05-24T06:14:18.615+0000,8827.0,,,1.0,literacy,1.0,testImage,,Live,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
org.ekstep.newtext,Content,,,,org.ekstep.newtext,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.newtext/add-richtext_1495614703452_org.ekstep.newtext_1.0.ecar,Add richtext,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.newtext/add-richtext_1495614703999_org.ekstep.newtext_1.0_spine.ecar"",""size"":763.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T08:29:14.347+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.newtext/artifact/archive_1495614603165.zip,2017-05-24T08:30:32.044+0000,2017-06-02T14:12:35.612+0000,Plugin,Author,,Default,All,,content,org.ekstep.quiz.app,,,1.0,1496412755613,Draft,hdpi,ecar_files/org.ekstep.newtext/add-richtext_1495614703452_org.ekstep.newtext_1.0.ecar,2017-05-24T08:31:43.451+0000,1836773.0,,,1.0,literacy,1.0,Add Richtext,,Live,,,,,,Learner,,,,,,en,,,,,,,,,,,,,
ekstep.in,Content,,,,ekstep.in,,descriptionfddsdfsdsdfsdf,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T11:13:02.867+0000,,,,2017-05-24T11:13:02.867+0000,2017-06-02T14:12:36.010+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,,,,1496412756010,,hdpi,,,,,80,1.0,numeracy,,Test attribute,,Draft,"C25,meth_7",,,,,Learner,Super Admin,,,learning,,,Picture Books,,,,,,,,,,,,
abcd.in,Content,,,,abcd.in,,,Kannada,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T11:34:16.190+0000,,,,2017-05-24T11:34:16.190+0000,2017-06-02T14:12:36.433+0000,Plugin,,516,Default,All,516,content,org.ekstep.quiz.app,,,,1496412756433,,hdpi,,,,,516,1.0,numeracy,,New Lesson,mmm,Draft,"meth_7,C21",,,,,Learner,Aprajita Kumari,,,math,,,,,,,,,,,,,,,
do_112252172621152256111,Content,,,,org.ekstep.numeracy.collection.4659,,,Gujarati,,application/vnd.ekstep.plugin-archive,ssdsd,,normal,2017-05-24T11:49:00.668+0000,,,,2017-05-24T11:56:16.437+0000,2017-06-02T14:12:36.835+0000,Plugin,,516,Default,All,516,content,org.ekstep.quiz.app,,,,1496412756835,,hdpi,,,,,516,1.0,numeracy,,New Lesson,,Draft,"C21,meth_7",,,,,Learner,Aprajita Kumari,,,,,,,,,,,,,,,,,,
org.sds,Content,,,,org.sds,,asd,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T12:03:27.697+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112246424327806976175/artifact/2d3f424d64be94c8a32679fd0b8b0099_1494924844907.jpeg,,,2017-05-24T12:03:27.697+0000,2017-06-02T14:12:37.240+0000,Plugin,,414,Default,All,414,content,org.ekstep.quiz.app,,,,1496412757240,,hdpi,,,,,414,1.0,numeracy,,asdc,,Draft,"C26,C21,C27,C25,meth_3,meth_7",,,,,Learner,Sourav Dey,,,,,,,,,,,,,,,,,,
xyz.in,Content,,,,xyz.in,,,Telugu,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T12:04:33.773+0000,,,,2017-05-24T12:04:33.773+0000,2017-06-02T14:12:37.660+0000,Plugin,,516,Default,All,516,content,org.ekstep.quiz.app,,,,1496412757660,,hdpi,,,,,516,1.0,numeracy,,First Lesson,,Draft,"meth_7,C21",,,,,Learner,Aprajita Kumari,,,,,,,,,,,,,,,,,,
org.dd,Content,,,,org.dd,,Test123,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T12:07:41.978+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11224927603411353613/artifact/031f3abe7702c08e7b9dbf8be6103763_1495272953437.jpeg,,,2017-05-24T12:07:41.978+0000,2017-06-02T14:12:38.063+0000,Plugin,,204,Default,All,204,content,org.ekstep.quiz.app,,,,1496412758063,,hdpi,,,,,204,1.0,numeracy,,Test123,,Draft,"C21,meth_3",,,,,Learner,Nilesh More,,,,,,,,,,,,,,,,,,
o.xdfd,Content,,,,o.xdfd,,,Bengali,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-24T12:14:50.914+0000,,,,2017-05-24T12:14:50.914+0000,2017-06-02T14:12:38.478+0000,Plugin,,387,Default,All,387,content,org.ekstep.quiz.app,,,,1496412758478,,hdpi,,,,,387,1.0,numeracy,,sdfsdfd,,Draft,"meth_3,C25,C21,meth_7",,,,,Learner,Sourav Dey,,,,,,,,,,,,,,,,,,
do_11225274807770316811,Content,,,,org.ekstep.numeracy.collection.4240,,,Bengali,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-25T07:19:46.829+0000,,,,2017-05-31T08:38:25.169+0000,2017-06-02T14:12:39.461+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,,,,1496412759461,,hdpi,,,,,80,1.0,numeracy,,Lession,,Draft,"C21,meth_7",,,,,Learner,Mangesh Mane,,,core,,,,,,,,,,,,,,,
xyz.in.plugin,Content,,,,xyz.in.plugin,,,Telugu,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-26T06:21:36.511+0000,,,,2017-05-26T06:21:36.511+0000,2017-06-02T14:12:40.260+0000,Plugin,,80,Default,All,80,content,org.ekstep.quiz.app,,,,1496412760260,,hdpi,,,,,80,1.0,numeracy,,Plugin Lesson,,Draft,"C21,meth_3",,,,,Learner,Super Admin,Attributions 2,,,,,,,,,,,,,,,,,
org.ekstep.literacy.story.1,Content,,,,org.ekstep.literacy.story.1,,Test Content,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-26T08:30:07.521+0000,,,,2017-05-26T08:30:07.521+0000,2017-06-02T14:12:40.661+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1496412760662,,hdpi,,,,,,1.0,literacy,,testContent,,Draft,,,,,,Learner,,,,library,,,,,,,,,,,,,,,
org.ekstep.plugins.testplugin,Content,,,,org.ekstep.plugins.testplugin,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.testplugin/test-plugin_1496226917526_org.ekstep.plugins.testplugin_2.0.ecar,Test Plugin,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.testplugin/test-plugin_1496226918213_org.ekstep.plugins.testplugin_2.0_spine.ecar"",""size"":78324.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11224927603411353613/artifact/031f3abe7702c08e7b9dbf8be6103763_1495272953437.jpeg,normal,2017-05-31T10:34:45.302+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.testplugin/artifact/031f3abe7702c08e7b9dbf8be6103763_1495272953437.thumb.jpeg,Kindergarten::Grade 1::Grade 2::Grade 3,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.testplugin/artifact/org.ekstep.plugins.testplugin-1.0-26may_333_1495787553_1495787608226.zip,2017-06-04T03:59:06.416+0000,2017-06-02T14:12:41.077+0000,Plugin,Daipayan Roy,408,Default,All,333,content,org.ekstep.quiz.app,&lt;5::5-6::6-7::7-8,408,2.0,1496548746416,Review,hdpi,ecar_files/org.ekstep.plugins.testplugin/test-plugin_1496226917526_org.ekstep.plugins.testplugin_2.0.ecar,2017-05-31T10:35:17.511+0000,80349.0,,333,1.0,numeracy::literacy,1.0,Test Plugin,,Live,"C8,LO1,LO52,LO50,do_112253486486855680123",English,English,,,Learner,Roy D,,,,,,,,,,,,,,,,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112253486486855680123/artifact/239b8fefa0d0a74df974f0b95df67579_1495786924688.jpeg
org.ekstep.plugins.common.eraser,Content,,,,org.ekstep.plugins.common.eraser,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.common.eraser/eraser-plugin_1495788692109_org.ekstep.plugins.common.eraser_1.0.ecar,Draw Eraser based on user input,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.common.eraser/eraser-plugin_1495788692205_org.ekstep.plugins.common.eraser_1.0_spine.ecar"",""size"":9162.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11225349729495449611/artifact/205b5a60469096a66dae835f03028e69_1495788244030.jpeg,normal,2017-05-26T08:45:09.826+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.common.eraser/artifact/205b5a60469096a66dae835f03028e69_1495788244030.thumb.jpeg,Kindergarten::Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.common.eraser/artifact/org.ekstep.plugins.common.eraser-1.0-c037d22_333_1495788605_1495788660101.zip,2017-05-26T08:51:14.864+0000,2017-06-02T14:12:41.473+0000,Plugin,Daipayan Roy,433,Default,All,333,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10,433,1.0,1496412761473,Review,hdpi,ecar_files/org.ekstep.plugins.common.eraser/eraser-plugin_1495788692109_org.ekstep.plugins.common.eraser_1.0.ecar,2017-05-26T08:51:32.109+0000,15376.0,,333,1.0,literacy,1.0,Eraser Plugin,,Live,LO53,,,,,Learner,Roy D,,,,,,,,,,,,,,,,,,
org.ekstep.plugins.common.eraser.fork,Content,,,,org.ekstep.plugins.common.eraser.fork,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.common.eraser/eraser-plugin_1495788692109_org.ekstep.plugins.common.eraser_1.0.ecar,Draw Eraser based on user input,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-26T09:27:30.412+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.common.eraser/artifact/205b5a60469096a66dae835f03028e69_1495788244030.thumb.jpeg,Kindergarten::Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.common.eraser/artifact/org.ekstep.plugins.common.eraser-1.0-c037d22_333_1495788605_1495788660101.zip,2017-05-26T09:27:30.412+0000,2017-06-02T14:12:41.869+0000,Plugin,Daipayan Roy,80,Default,All,80,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10,,,1496412761869,,hdpi,,,,,80,1.0,literacy,,Copied From Eraser Plugin,,Draft,LO53,,,,,Learner,Super Admin,,,,org.ekstep.plugins.common.eraser,en,,,,,,,,,,,,,
do_11225355288537497612,Content,,,,org.ekstep.test.plugin,,Edit 1,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-26T10:37:09.953+0000,,,,2017-05-26T10:37:09.953+0000,2017-06-02T14:12:42.272+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1496412762272,,hdpi,,,7287,,,1.0,literacy,,testImage,,Draft,,,,,,Learner,,,,core,,en,,,,,,,,,,,,,
do_11225357762370764812,Content,,,,org.ekstep.test.plugin,,Edit 1,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-26T11:27:29.769+0000,,,,2017-05-26T11:27:29.769+0000,,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1495798049769,,hdpi,,,7287,,,1.0,literacy,,Test Plugin,,Draft,,,,,,Learner,,,,core,,en,,,,,,,,,,,,,
do_11225358104527667213,Content,,,,org.ekstep.test.plugin,,Edit 1,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-26T11:34:27.441+0000,,,,2017-05-26T11:34:27.441+0000,,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1495798467441,,hdpi,,,7287,,,1.0,literacy,,Test Plugin,,Draft,,,,,,Learner,,,,core,,en,,,,,,,,,,,,,
do_11225358106762444814,Content,,,,org.ekstep.test.plugin,,Edit 1,English,,application/vnd.ekstep.ecml-archive,,,normal,2017-05-26T11:34:30.169+0000,,,,2017-05-26T11:34:30.169+0000,,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1495798470169,,hdpi,,,7287,,,1.0,literacy,,Test Plugin,,Draft,,,,,,Learner,,,,core,,en,,,,,,,,,,,,,
org.ekstep.video12,Content,,,,org.ekstep.video12,,Edit 1,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-26T12:07:50.600+0000,,,,2017-05-26T12:07:50.600+0000,,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1495800470600,,hdpi,,,7287,,,1.0,literacy,,testImage,,Draft,,,,,,Learner,,,,library,,en,,,,,,,,,,,,,
org.ekstep.video1267,Content,,,,org.ekstep.video1267,,Edit 1,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-26T12:07:57.563+0000,,,,2017-05-26T12:07:57.563+0000,,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1495800477563,,hdpi,,,7287,,,1.0,literacy,,testImage,,Draft,,,,,,Learner,,,,library,,en,,,,,,,,,,,,,
org.ekstep.plugin_create,Content,,,,org.ekstep.plugin_create,,create plugin,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-26T17:54:28.332+0000,,,,2017-05-26T17:54:28.332+0000,,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1495821268332,,hdpi,,,7287,,,1.0,literacy,,Plugin Creation,,Draft,,,,,,Learner,,,,library,,en,,,,,,,,,,,,,
